Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Cut v1.1.0-preview release,FAB-6753,22831,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,ChristopherFerris,denyeart,denyeart,25/Oct/17 11:27 PM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,01/Dec/17 2:32 AM,,,,,,,v1.1.0,,,fabric-release,,,,0,,,,,,,Prepare and publish v1.1-preview release of Hyperledger Fabric.,,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FABN-313,FABN-251,FABN-459,FABCN-8,FABN-808,FAB-830,FABC-539,FAB-6421,FAB-6089,FAB-6854,,,,,FAB-7780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzykzz:",,,,,,,,,,,,,,,,,,,,,,denyeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Implement serviceability - eventhub,FAB-6754,22832,15565,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,wlahti,wlahti,25/Oct/17 11:53 PM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,20/Jul/18 7:16 AM,,,,,,,Future,,,fabric-peer,,,,0,,,,,,,,,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyl07:",,,,,,,,,,,,,,,,,,,,,,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orderer Service failed in Message Payloads due to wrong Assertion length.,FAB-6755,22833,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,sambhavdutt,sambhavdutt,25/Oct/17 11:55 PM,19/Mar/19 8:13 PM,28/Oct/23 3:01 AM,27/Nov/17 1:54 PM,,,,,,,,,,fabric-quality,,,,0,ci-failure,,,,,,"*Description:*
Observed below errors while checking Regression for Orderer service, 
{code:java}
orderer.Orderer Service.Message Payloads Less than 1MB, for kafka orderer -- @1.2 
Expected response to be of length 1024; received length 1041
Location: orderer.feature:74
Assertion Failed: Expected response to be of length 1024;
{code}

*Build Log*
https://jenkins.hyperledger.org/view/fabric-test/job/fabric-test-daily-x86_64/103/testReport/orderer/Orderer%20Service
/Message_Payloads_Less_than_1MB__for_kafka_orderer_____1_2_/

*Commits*
*FABRIC_COMMIT ========> 1d81a96
CA COMMIT ========> 12a529e*",,denyeart,rameshthoomu,sambhavdutt,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyl0f:",,,,,,,,,,,,,,,,,,,,,,denyeart,rameshthoomu,sambhavdutt,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26/Oct/17 11:17 PM;rameshthoomu;I could see this is consistently failing on the latest fabric commits.FYI  [~scottz] [~lhaskins] [~Nishi] [~AdnanChoudhury] ;;;","14/Nov/17 3:31 AM;scottz;Please confirm that this is no longer failing. I think it has been fixed already.;;;","15/Nov/17 11:34 PM;sambhavdutt;There is another error in test case *FAB-3852: Message Payloads Less than 1MB, for solo orderer using the NodeJS SDK interface -- @1.3* , Observed the following,

Assertion Failed: Expected response to be of length 1024; received length 17

 And a user deploys chaincode at path ""github.com/hyperledger/fabric/examples/chaincode/go/map"" with args [""""] ... passed in 30.353s
    And a user invokes on the chaincode named ""mycc"" with random args [""put"",""a"",""{random_value}""] of length 1024 ... passed in 0.991s
    And I wait ""3"" seconds ... passed in 3.003s
    And a user queries on the chaincode named ""mycc"" with args [""get"",""a""] ... passed in 3.647s
    Then a user receives a response containing a value of length 1024 ... failed in 0.000s

*Build log*
https://jenkins.hyperledger.org/view/fabric-test/job/fabric-test-merge-x86_64/93/console
;;;","27/Nov/17 1:54 PM;denyeart;Looks like the original problem has been fixed.  I will close.  If there is a different error these days, please open a separate Jira item.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update error handling package used by channel service,FAB-6756,22834,20082,Sub-task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,,wlahti,wlahti,25/Oct/17 11:57 PM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,08/Dec/17 1:06 AM,,,,,,,,,,fabric-peer,,,,0,,,,,,,,,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyl0n:",,,,,,,,,,,,,,,,,,,,,,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabric-test: Gossip test in behave failure in CI,FAB-6757,22835,,Bug,Closed,FAB,Fabric,software,denyeart,,,High,Done,AdnanChoudhury,AdnanChoudhury,AdnanChoudhury,26/Oct/17 12:27 AM,19/Mar/19 8:13 PM,28/Oct/23 3:01 AM,10/Nov/17 12:22 AM,,,,,,,,,,fabric-quality,,,,0,ci-failure,,,,,,"gossip.Gossip Service.[FAB-4667] [FAB-4671] [FAB-4672] A leader peer goes down by pause, comes back up *after* another leader is elected, catches up -- @1.2
{code:java}
 
Error Message
u'org1'
Stacktrace
Failing step: When a user invokes on the chaincode named ""mycc"" with args [""invoke"",""a"",""b"",""10""] on the initial non-leader peer of ""org1"" ... failed in 1.567s
Location: gossip.feature:66
Traceback (most recent call last):
  File ""/usr/local/lib/python2.7/dist-packages/behave/model.py"", line 1456, in run
    match.run(runner.context)
  File ""/usr/local/lib/python2.7/dist-packages/behave/model.py"", line 1903, in run
    self.func(context, *args, **kwargs)
  File ""steps/endorser_impl.py"", line 359, in step_impl
    invokes_impl(context, 1, context.interface.TEST_CHANNEL_ID, name, args, context.interface.get_initial_non_leader(context, org))
  File ""/w/workspace/fabric-test-daily-x86_64/gopath/src/github.com/hyperledger/fabric-test/feature/steps/endorser_util.py"", line 105, in get_initial_non_leader
    return context.initial_non_leader[org]
KeyError: u'org1'{code}
 ",,AdnanChoudhury,sambhavdutt,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyl0v:",,,,,,,,,,,,,,,,,,,,,,AdnanChoudhury,sambhavdutt,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/regression/publish/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/k8s.io/client-go-0.20.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/golang.org/x/net-0.7.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/golang.org/x/net-0.7.0,dependabot/go_modules/tools/gotools/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/publish/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/smoke/golang.org/x/text-0.3.8,release-2.5,release-2.4,dependabot/go_modules/regression/publish/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/barebones/github.com/opencontainers/runc-1.1.5,lindluni-patch-1,dependabot/go_modules/regression/basicnetwork/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/golang.org/x/net-0.7.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/publish/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/golang.org/x/text-0.3.8,revert-342-mergify/bp/main/pr-340,dependabot/go_modules/regression/publish/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/net-0.7.0,dependabot/go_modules/tools/operator/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/text-0.3.8,dependabot/go_modules/regression/barebones/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/operator/github.com/docker/docker-20.10.24incompatible,,,,,,,,true,"26/Oct/17 12:54 AM;AdnanChoudhury;https://gerrit.hyperledger.org/r/#/c/14845/;;;","26/Oct/17 4:58 AM;scottz;Before we close this issue, let's make sure it passes the CI Daily test suite. It looks like the code fix was needed, but I am not sure yet if it is the entire fix needed.;;;","28/Oct/17 3:18 AM;sambhavdutt;The same test fails with the following error now
*Error: No gossip-non-leader found by looking at the logs, for org1*;;;","31/Oct/17 11:12 PM;sambhavdutt;*Observed the following error in the last build - 121*

{color:#8eb021}Failing step: Then a user receives a success response of 920 from ""peer0.org2.example.com"" ... failed in 0.000s
Location: gossip.feature:179
Assertion Failed: Expected response was 920; received Error occurred [u'docker exec peer0.org2.example.com /bin/bash -c ""CORE_PEER_MSPCONFIGPATH=/var/hyperledger/configs/6d4f5694bded11e7ac23fa163e02a4e9/peerOrganizations/org2.example.com/users/Admin@org2.example.com/msp

CORE_PEER_LOCALMSPID=org2.example.com CORE_PEER_ID=peer0.org2.example.com
When ""peer1.org2.example.com"" comes back up by doing a connect ... passed in 3.077s
And I wait ""40"" seconds ... passed in 40.038s
When a user queries on the chaincode named ""mycc"" with args [""query"",""a""] on ""peer0.org2.example.com"" ... passed in 303.661s
Then a user receives a success response of 920 from ""peer0.org2.example.com"" ... failed in 0.000s
{color}

*Build log*

https://jenkins.hyperledger.org/view/fabric-test/job/fabric-test-daily-x86_64/121/testReport/gossip/Gossip%20Service/_FAB_4676___FAB_4677___FAB_4678___All_peers_in_an_organization_go_down_via_disconnect__then_catch_up_after_connect______1_3_/

*Commit Message*

FABRIC_COMMIT ===========> b8bc66c
CA COMMIT ========> 5b815c8
;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[ci] update npm release check condition in fabric-sdk-node and chaincode-node scripts,FAB-6760,22838,,Task,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,rameshthoomu,rameshthoomu,rameshthoomu,26/Oct/17 2:48 AM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,26/Oct/17 11:08 PM,,,,,,,,,,fabric-ci,,,,0,fabric-ci,,,,,,update npm release check condition in fabric-sdk-node and chaincode-node scripts. Planning to create new release tag (preview) and publish npm modules with this release tag.,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600,3600,,0%,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyl1j:",,,,,,,,,,,,,,,,,,,,,,rameshthoomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26/Oct/17 11:08 PM;rameshthoomu;patch has been submitted and merged. Now the fabric-sdk-node and fabric-sdk-chaincode npm publish jobs are ready to publish ""preview"" tag;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need a test for TLS communication between peer and chaincode,FAB-6761,22839,,Story,Closed,FAB,Fabric,software,denyeart,,,Low,Won't Do,,muralisr,muralisr,26/Oct/17 3:00 AM,23/Jan/20 7:14 AM,28/Oct/23 3:01 AM,23/Jan/20 7:14 AM,,,,,,,,,,fabric-peer,,,,0,stale-item,,,,,,"There are various UTs that excercise different aspects of TLS on chaincode but that actually does peer-chaincode communication over TLS. These new UTs would be in chaincode_support_test.go using the mock infrastructure used there.
",,denyeart,muralisr,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAB-5965,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzyl1r:",,,,Unset,,,,,,,Unset,,,,,,,,,,,denyeart,muralisr,sykesm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26/Oct/17 3:05 AM;denyeart;Note that TLS is already tested in e2e CI, therefore I think a separate test in unit test is low priority.;;;","23/Jan/20 7:14 AM;sykesm;Stale;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabric-unit tests are failing with timeout errors,FAB-6762,22840,,Bug,Closed,FAB,Fabric,software,denyeart,,,High,Done,wlahti,rameshthoomu,rameshthoomu,26/Oct/17 3:04 AM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,27/Oct/17 1:34 AM,v1.0.3,,,,,,v1.0.4,,,fabric-ci,fabric-peer,,,0,,,,,,,"Observed fabric-unit tests are failing with inconsistent timeout errors. It looks like master branch is broken. Also, I could see most of the verify jobs are failing

[https://jenkins.hyperledger.org/view/fabric/job/fabric-verify-z/14122/consoleFull]

[https://jenkins.hyperledger.org/view/fabric/job/fabric-merge-x86_64/2772/console]

 

 ",,muralisr,rameshthoomu,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyl1z:",,,,,,,,,,,,,,,,,,,,,,muralisr,rameshthoomu,wlahti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"26/Oct/17 3:12 AM;wlahti;The likely culprit: FAB-5591. Investigating further.;;;","26/Oct/17 4:58 AM;muralisr;now that we are doing startup timeouts properly the value of timeout _does_ matter. We need to bump up the time out in the chaincode tests to make sure they are sufficiently large to take care of startup timeouts (esp. in those tests that actually create docker images).;;;","26/Oct/17 5:48 AM;wlahti;Hopefully this does the trick: https://gerrit.hyperledger.org/r/#/c/14857/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add instruction howto  install & configure git-review to fabric-test readme,FAB-6764,22844,,Story,Closed,FAB,Fabric,software,denyeart,,,Low,Done,RichardHill,RichardHill,RichardHill,26/Oct/17 5:34 AM,21/Jul/18 3:49 AM,28/Oct/23 3:01 AM,26/Oct/17 9:17 AM,v1.0.3,,,,,,,,,fabric-quality,,,,0,Documentation,quality,,,,,"Add instructions to fabric-test readme which install and configure git review. This is so they are
in one place for new users.

https://github.com/hyperledger/fabric-test",,RichardHill,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,,0%,1800,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unset,,,,,,,,,,,,"1|hzyl2n:",,,,Unset,,,,,,,Unset,,,,,,,,,,,RichardHill,scottz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dependabot/go_modules/regression/publish/golang.org/x/sys-0.1.0,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/crypto-0.1.0,dependabot/go_modules/tools/operator/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/smoke/golang.org/x/net-0.7.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/net-0.7.0,dependabot/go_modules/regression/barebones/golang.org/x/net-0.7.0,dependabot/go_modules/tools/gotools/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/smoke/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/smoke/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/publish/golang.org/x/text-0.3.8,dependabot/go_modules/regression/publish/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/smoke/golang.org/x/text-0.3.8,release-2.5,release-2.4,dependabot/go_modules/regression/publish/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/barebones/github.com/opencontainers/runc-1.1.5,lindluni-patch-1,dependabot/go_modules/regression/basicnetwork/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/chaincode-integration/resources/chaincode/simple-go/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/publish/golang.org/x/net-0.7.0,dependabot/go_modules/regression/publish/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/tools/operator/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/net-0.7.0,dependabot/go_modules/regression/smoke/golang.org/x/sys-0.1.0,dependabot/go_modules/regression/basicnetwork/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/golang.org/x/text-0.3.8,revert-342-mergify/bp/main/pr-340,dependabot/go_modules/regression/publish/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/k8s.io/client-go-0.20.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/golang.org/x/net-0.7.0,dependabot/go_modules/tools/operator/golang.org/x/text-0.3.8,dependabot/go_modules/regression/basicnetwork/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/regression/smoke/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/basicnetwork/golang.org/x/text-0.3.8,dependabot/go_modules/regression/barebones/golang.org/x/crypto-0.1.0,dependabot/go_modules/regression/barebones/golang.org/x/sys-0.1.0,dependabot/go_modules/tools/operator/github.com/opencontainers/runc-1.1.5,dependabot/go_modules/regression/barebones/k8s.io/client-go-0.20.0,dependabot/go_modules/tools/operator/github.com/docker/docker-20.10.24incompatible,dependabot/go_modules/chaincodes/marbles02_private/go/golang.org/x/net-0.7.0,,,,,,,,true,"26/Oct/17 9:13 AM;scottz;[https://gerrit.hyperledger.org/r/#/c/14759/]

 ;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delete a duplicated pkgmap.cryptogen In Makefile,FAB-6765,22846,,Bug,Closed,FAB,Fabric,software,denyeart,,,Medium,Done,nnao,nnao,nnao,26/Oct/17 6:24 AM,20/Jul/18 11:14 PM,28/Oct/23 3:01 AM,23/Nov/17 6:28 AM,v1.1.0-alpha,,,,,,v1.1.0,,,fabric-build,,,,0,quality,,,,,,There is a duplicated pkgmap.cryptogen In Makefile,,nnao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzyl2v:",,,,,,,,,,,,,,,,,,,,,,nnao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mergify/bp/release-2.2/pr-4374,release-2.5,release-2.4,main,mergify/bp/release-2.5/pr-3782,mergify/bp/release-2.2/pr-3750,mergify/bp/release-2.4/pr-3646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,"27/Oct/17 1:27 AM;nnao;https://gerrit.hyperledger.org/r/#/c/14869/;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
