Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Flagged),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
automate validity checking of how-to sample code,IS-771,31034,,Task,To Develop,IS,Indy SDK,software,resplin,,,Medium,,,danielhardman,danielhardman,14/Jun/18 12:39 AM,30/Mar/19 6:04 AM,28/Oct/23 2:49 AM,,,,,,,,,0,help-wanted,,,,"Do this ticket after IS-770.

Hook up the test written in IS-770 such that it will be run automatically and regularly. The simplest way to do this would be to hook it to continuous integration–but that may be impractical if the test requires compilers that are not present on some dev machines. Possibly we could make the IS-770 test exercise whatever compilers are present, but not fail on ones that are missing? Or possibly we could make the IS-770 test run automatically but not with every checkin, on a specialized machine?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-320,,,,,,,,,,"1|hzzep3:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,danielhardman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remove association between wallet and pool,IS-772,31036,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,gudkov,danielhardman,danielhardman,14/Jun/18 12:54 AM,16/Jul/18 10:47 PM,28/Oct/23 2:49 AM,06/Jul/18 9:11 PM,,,1.6.0,,,,,0,,,,,"Today, our wallet interface assumes that each wallet will be associated with exactly one pool. I think this is unnecessarily rigid. I want the same wallet to be able to store DIDs, keys, and other day from more than one pool. This will allow us to use our wallet to interoperate with other ledger types besides Indy, and will allow someone to conduct test transactions and real transactions without changing wallets. It is related to the backlog item (please confirm we have such an item in our backlog) to support fully qualified DIDs.

The association between a wallet and a pool should be implicit; we should store DID values fully qualified, and the prefixes on the DID value should tell us which pool the DID is associated with.

This change will also help us when we implement microledgers (which may have an association with a pool that is non-obvious).",,,,,,,,,,,,,,,,,,,,,IS-732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwuzb:",,,,,,EV 18.13,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,danielhardman,gudkov,,,,,,,,,,"05/Jul/18 8:08 PM;gudkov;https://github.com/hyperledger/indy-sdk/pull/925/files;;;","06/Jul/18 9:11 PM;gudkov;Solution implemented, covered by tests and artifacts produced.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Documentation - Improve indy-sdk getting started,IS-773,31037,,Improvement,Complete,IS,Indy SDK,software,resplin,,,Medium,Won't Do,mdb,burdettadam,burdettadam,14/Jun/18 1:41 AM,11/Oct/19 9:13 PM,28/Oct/23 2:49 AM,11/Oct/19 9:13 PM,,,,,,,,0,,,,,"Getting started documentation could improve by:

- adding instructions on how to use the most recent stable releases for provided examples.

- removing assumptions, for example, the provided coding examples language is not clearly stated, the reader must make the assumption that the examples are python using the indy-sdk.

- having a ""10 minutes to success"" intro which is a copy paste script with comments.

- clearly referencing other useful code like the indy-cli.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwqr8:",,,,,,CommunityContribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burdettadam,esplinr,,,,,,,,,,"11/Oct/19 9:13 PM;esplinr;We expect that most users of Indy will start with an Aries Agent or Framework, rather than directly starting with Indy.

The Indy-SDK getting started guide will be deprecated and we will need new documentation for people starting with the Aries project.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building libindy requires ncurses-devel on Fedora,IS-774,31043,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,,SteveGoob,SteveGoob,14/Jun/18 3:51 AM,10/Oct/19 9:45 PM,28/Oct/23 2:49 AM,10/Oct/19 9:45 PM,,,,,,,,0,help-wanted,,,,"^^

this ought to added to the fedora/rhel build documentation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwvv3:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,esplinr,SteveGoob,,,,,,,,,,"10/Oct/19 9:45 PM;esplinr;We don't think this applies to current releases of Indy SDK. If it still a problem, please reopen the issue with updated details.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Make indy_crypto_auth_decrypt clear on application layers verification requirements,IS-775,31048,,New Feature,To Develop,IS,Indy SDK,software,resplin,,,Medium,,,devin-fisher,devin-fisher,14/Jun/18 5:22 AM,30/Mar/19 6:04 AM,28/Oct/23 2:49 AM,,,,,,,,,0,,,,," 

indy_crypto_auth_decrypt and its associated function indy_crypto_auth_crypt provide two important data protection:
 * Confidentiality - using a shared key (diffie hellman key exchange), only two parties can read the plain text
 * Integrity - These functions can verify that the message was not tampered with.

*But* these two functions do not enforce *source authentication.* In particular, indy_crypto_auth_decrypt does not check the sender's verkey is a trusted verkey. That task is left to the application layer (by design).

 

This creates two issues:
 # the function name indy_crypto_auth_decrypt implies (to me) that authentication verified and enforced (with that function name, I would expect it to fail if the message was not from the expected source). Of course, the function don't have enough information to enforce this. And I'm not suggesting it should. The issue is on the implied functionality. Additionally, the function documentation could be more clear about its limitations.
 # Code reuse. Since all applications of libindy will have the need to do this verification ( I don't think there is a common use-case for not checking), this functionality will have to be continually rewritten. This code will be fairly high stakes. 

Solution Ideas:
 # Introduce a higher level API that includes verification. Provide expected verkey or eventually, a micro-ledger to check against.
 # Improve documentation for indy_crypto_auth_decrypt and indy_crypto_auth_crypt to re-enforce the contract with the application layer.
 # Consider changing the API name to something that doesn't imply features it doesn't have. I don't have a better name and of course, this would require deprecating the old and all that mess. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzzer3:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,devin-fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallet - Export/Import functionality,IS-777,31055,,New Feature,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,zhigunenko.dsr,VladimirVujovic,VladimirVujovic,14/Jun/18 5:03 PM,30/Jun/18 12:39 AM,28/Oct/23 2:49 AM,29/Jun/18 6:21 PM,,,1.6.0,,,,,0,,,,,"*Story*

As a developer building applications that are using wallet, I need to have functionality for export and import contents of the wallet so I can build backup/restore feature in my applications. 

This functionality will allow application users to backup and move their wallet data to different agency or device.

*Acceptance criteria*
 * public API functions for export exist
 ** result of the export API functionality is encrypted file
 ** file is encrypted with encryption key
 ** exported file contains all wallet data
 ** export API function supports taking path and passphrase for deriving encryption key

 * public API function for import exist
 ** import API function supports taking path to the file for import and passphrase for deriving decryption key
 ** import API function will throw an error if tried on a non-empty wallet
 ** import API function supports taking new master key for importing to a new wallet

 * Export/import API functionality works on all storage implementations (default, plugged)

*Notes*

Design document: https://github.com/dkulic/indy-sdk/blob/1f7b0bddb5ac2958bff46847faa6946702f0cdfc/doc/design/009-wallet-export-import/README.md

 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-609,,,,,,,,,,"1|hzze0v:",,,,,,EV 18.13,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,VladimirVujovic,VladimirWork,zhigunenko.dsr,,,,,,,,,"29/Jun/18 6:15 PM;VladimirWork;Export/import functionality for enterprise (aurora) wallet has been tested by Darko's team.;;;","29/Jun/18 6:21 PM;zhigunenko.dsr;API calls have beed tested via CLI (IS-778) and have sufficient test coverage (IS-779)
Warning: there is no way to check import/export for payment addresses in wallet (libnullpay doesn't store any data in wallet);;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallet - Export/Import functionality in Indy CLI,IS-778,31056,,New Feature,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,zhigunenko.dsr,VladimirVujovic,VladimirVujovic,14/Jun/18 6:07 PM,21/Jun/18 11:43 PM,28/Oct/23 2:49 AM,21/Jun/18 11:43 PM,,,,,,,,0,,,,,"*Story*

As Indy CLI user, I need to have the option of exporting contents my wallet to encrypted file and creating and importing wallet from exported file.

*Acceptance criteria*
- User is able to call export functionality in CLI and give passphrase for deriving encryption key and path as parameters

- User is able to call import functionality in CLI and give passphrase for deriving decryption key and path as parameters


*Notes*
This functionality needs to be built based on https://jira.hyperledger.org/browse/IS-777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-609,,,,,,,,,,"1|hzze1r:",,,,,,EV 18.12 Release New Wallet,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,Artemkaaas,VladimirVujovic,zhigunenko.dsr,,,,,,,,,"19/Jun/18 10:27 PM;Artemkaaas;Implemented in PR: https://github.com/hyperledger/indy-sdk/pull/884;;;","21/Jun/18 11:43 PM;zhigunenko.dsr;*Environment:*
indy-cli 1.4.0-596 (Ubuntu / Windows)

*Steps to Validate:*
1. Fill wallet A by DIDs on Linux
2. Export wallet A 
3. Import wallet A on Windows
4. Fill wallet A by DIDs on Windows
5. Export wallet B 
6. Import wallet B on Linux

*Actual Results:*
Wallet content successfully moved

*Additional Information:*
Also these cases have been checked:
- omitted  _export_path_ parameter
- empty _export_path_
- omitted  _export_key_ parameter
- empty _export_key_
- no opened wallet when _export_
- deferred _export_key_ input during export and import
- import broken file
- import without name
- import with existing wallet name
- import the same backup twice
- import with wrong _export_key_
- import with wrong _key_ - imported but not open;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallet - Export/Import functionality in wrappers,IS-779,31058,,New Feature,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,zhigunenko.dsr,VladimirVujovic,VladimirVujovic,14/Jun/18 6:16 PM,22/Jun/18 12:08 AM,28/Oct/23 2:49 AM,22/Jun/18 12:08 AM,,,,,,,,0,,,,,"*Story*

As a developer building applications that are using wallet, I need to have functionality for export and import contents of the wallet so I can build backup/restore feature in my applications.

This functionality will allow application users to backup and move their wallet data to different agency or device.

*Acceptance criteria*
- Functionality based on the IS-777 ticket is available on wrappers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-609,,,,,,,,,,"1|hzze1z:",,,,,,EV 18.12 Release New Wallet,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,Artemkaaas,VladimirVujovic,zhigunenko.dsr,,,,,,,,,"20/Jun/18 7:16 PM;Artemkaaas;Implemented in PR: https://github.com/hyperledger/indy-sdk/pull/887;;;","22/Jun/18 12:08 AM;zhigunenko.dsr;*Environment:*
libindy 1.4.0-596

*Test coverage:*
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/ios/libindy-pod/Indy-demoTests/Case%20Tests/Wallet/WalletHighCases.m#L279
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/ios/libindy-pod/Indy-demoTests/Case%20Tests/Wallet/WalletHighCases.m#L316
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/java/src/test/java/org/hyperledger/indy/sdk/wallet/ExportWalletTest.java#L18
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/java/src/test/java/org/hyperledger/indy/sdk/wallet/ExportWalletTest.java#L27
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/java/src/test/java/org/hyperledger/indy/sdk/wallet/ImportWalletTest.java#L17
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/java/src/test/java/org/hyperledger/indy/sdk/wallet/ImportWalletTest.java#L38
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/python/tests/wallet/test_export_wallet.py#L11
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/python/tests/wallet/test_export_wallet.py#L17
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/python/tests/wallet/test_import_wallet.py#L11
https://github.com/hyperledger/indy-sdk/blob/91690e2864bd1fabb0de0013c96c90c98e3996d6/wrappers/python/tests/wallet/test_import_wallet.py#L32;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add `tag` to cred_def_id,IS-780,31087,,Task,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,zhigunenko.dsr,VladimirWork,VladimirWork,15/Jun/18 7:44 PM,21/Jun/18 9:55 PM,28/Oct/23 2:49 AM,21/Jun/18 7:46 PM,,,,,,,,0,,,,,We should add `tag` parameter to cred_def_id since it is supported on the indy-node side.,,,,,,,,,,,,,,,INDY-1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzze2f:",,,,,,EV 18.12 Release New Wallet,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,VladimirWork,zhigunenko.dsr,,,,,,,,,,"20/Jun/18 6:21 PM;zhigunenko.dsr;*Environment:*
indy-cli 1.4.0~590
indy-node 1.4.467

*Steps to Reproduce:*
1. prepare pool and wallet
2. _ ledger cred-def schema_id=1 signature_type=CL primary={""n"":""1"",""s"":""2"",""rms"":""3"",""r"":{""age"":""4"",""name"":""5""},""rctxt"":""6"",""z"":""7""}_
*Actual Results:*
Transaction has been rejected: validation error [ClientClaimDefSubmitOperation]: empty string (tag=)
*Expected Results:*
Tag is optional

*Additional info:*
* Client can send cred-def with the same tag. It will rotate current record in ledger
* Also _get-cred-def_ with tag parameter for existed and non-existed records are checked;;;","20/Jun/18 7:26 PM;zhigunenko.dsr;CLI help has been fixed in
https://github.com/hyperledger/indy-sdk/pull/889;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wallet API: Wallet should be accessible in a cluster,IS-781,31089,,New Feature,Complete,IS,Indy SDK,software,resplin,,,Medium,Done,gudkov,gudkov,gudkov,15/Jun/18 9:35 PM,06/Jul/18 9:11 PM,28/Oct/23 2:49 AM,06/Jul/18 9:11 PM,,,1.5,,,,,0,,,,,"Current Wallet API design doesn't satisfy enterprise use case when application is distributed between nodes in cluster:

{quote}Say, I have two node clusters: node1 and node2

Now say, someone hit an agent api, which went to ‘node1’, and it created a wallet w1 (wallet content storage is off course mysql which is shared between ‘node1’ and ‘node2’). What happens is that on whichever node, first time wallet gets created, it creates related config files on local file storage system as well. For example, in this example scenario, since wallet was created on ‘node1’, here are files which I see on ‘node1’:

    ~/.indy_client/wallet/w1
        -rw-r--r--  1 ashokwaghmare  staff   205B Jun 12 16:32 config.json
-rw-r--r--  1 ashokwaghmare  staff   118B Jun 12 16:32 wallet.json

Here are contents of those files
cat config.json
{""db_name"":""wallet"",""port"":3306,""read_host"":""127.0.0.1"",""salt"":[40,173,109,87,96,106,221,67,3,77,160,231,140,53,229,119,111,156,62,144,53,211,215,186,39,15,34,213,146,219,157,251],""write_host"":""127.0.0.1""}%      ➜  817733b2a75bffe66d4825330651b7ab4c3a2bd796b9b5aed98382dc74d8c00a

cat wallet.json
{""pool_name"":""default_pool"",""type"":""aurora"",""name"":""817733b2a75bffe66d4825330651b7ab4c3a2bd796b9b5aed98382dc74d8c00a""}%    ➜  817733b2a75bffe66d4825330651b7ab4c3a2bd796b9b5aed98382dc74d8c00a

So, ‘node1’, knows where is the wallet w1 (from config.json file).

But, when next request goes to ‘node2’, and if same wallet w1 is needed, it doesn’t have those two config files (although a blank directory with wallet-name w1 does exists), and it doesn’t find wallet there.{quote}

We discussed different options and current vision is the following:

- libindy shouldn't have any persistent state related to wallet configuration
- wallet_create function should stop creating of wallet.json/config.json files
- wallet_open function should accept wallet configuration as a single json. This json should provide all information about wallet configuration, wallet storage configuration and placement inside of storage. 
- libindy should stop be responsible for discovering of existing wallets. Corresponded endpoints should be deprecated. 
- Indy CLI should manage the list of wallets on an application level",,,,,,,,,,,,,,,,,,,,,,,,,,,IS-700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS-609,,,,,,,,,,"1|hzwuz3:",,,,,,EV 18.13,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,gudkov,,,,,,,,,,,"05/Jul/18 8:08 PM;gudkov;Implemented as part of https://github.com/hyperledger/indy-sdk/pull/925/files;;;","06/Jul/18 9:11 PM;gudkov;Solution implemented, covered by tests and artifacts produced.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config.json is created before storage is successfully created ,IS-782,31091,,Bug,Complete,IS,Indy SDK,software,resplin,,,Medium,Invalid,esplinr,nemanja.veskovic,nemanja.veskovic,15/Jun/18 10:41 PM,30/Mar/19 5:57 AM,28/Oct/23 2:49 AM,30/Mar/19 5:57 AM,,,,,,,,0,,,,,"when creating a wallet, file config.json gets created before storage creation.
I've tried it with pluggable aurora storage. After that `config.json` is used for actions like deleteWallet and similar.


This is a bad design because config.json should only be created after successful creation of wallet (including storage too) meaning in this case after aurora storage successfully create storage part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzwwfb:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gudkov,nemanja.veskovic,,,,,,,,,,"26/Jul/18 7:27 PM;gudkov;It is non-relevant now as libindy stateless according to wallet configs;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Security: Wrap all secrets to structs with automatic zeroing on Drop,IS-783,31122,,Task,In Progress,IS,Indy SDK,software,resplin,,,Medium,,,Artemkaaas,Artemkaaas,17/Jun/18 8:26 PM,08/Aug/18 8:37 PM,28/Oct/23 2:49 AM,,,,,,,,,0,,,,,"Secrets in memory should be wiped as soon as possible.

It is much better for all return values in this [module|https://github.com/hyperledger/indy-sdk/tree/master/libindy/src/utils/crypto] to add wrapper types like it has been done in this [PR|https://github.com/hyperledger/indy-sdk/pull/833].

It allows clean memory the proper way.

It required changes in both indy-crypto and indy-sdk

Major note from [~MikeLodder] IS-785
{quote} We should double check that libindy does indeed erase memory when disposing of private keys. It looks like it assumes that Rust zeros RAM when dropping variables. If you move around a value it will only get dropped in the last spot it ended up and the rest keep copies until they're overwritten by other data. The way to work around this usually is to box the data, as moving around a pointer won't leak the actual data, and Drop can clear that only copy (assuming nobody else accessed it improperly and caused copies on their own). If you move a value, it gets copied to another location in memory and the old value is never dropped. Tons of things move in Rust, and auditing for it is likely to be fairly involved. At least this is what I have observed with Rust. {quote}",,,,,,,,,,,,,,,,,,,,,IS-785,,,,,,IS-787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1|hzww53:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,Artemkaaas,MikeLodder,,,,,,,,,,"26/Jul/18 12:08 AM;MikeLodder;That will help and is a good start.;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
