Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Sprint,Sprint,Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Doc updates for v2.2 release,FGJ-89,45631,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,bestbeforetoday,bestbeforetoday,17/Jul/20 11:16 PM,17/Jul/20 11:41 PM,28/Oct/23 2:21 AM,17/Jul/20 11:41 PM,,,,0,,,,,,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01enf:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Flush FileCheckpointer data to disk on save,FGJ-90,45718,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Invalid,bestbeforetoday,bestbeforetoday,bestbeforetoday,29/Jul/20 10:57 PM,29/Jul/20 11:01 PM,28/Oct/23 2:21 AM,29/Jul/20 11:01 PM,,,,0,,,,Explicitly flush to disk after saving updated state in FileCheckpointer to provide better data integrity in the event of a failure,,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01f03:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,,,,,,,,,,,,"29/Jul/20 11:01 PM;bestbeforetoday;Already done by flush of the writer;;;",,,,,,,,,,,,,,,
Scheduled builds,FGJ-91,45815,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Low,Done,bestbeforetoday,bestbeforetoday,bestbeforetoday,13/Aug/20 5:32 PM,18/Aug/20 11:00 PM,28/Oct/23 2:21 AM,18/Aug/20 11:00 PM,,,,0,sdk-triaged,,,"*As a* maintainer
*I want* regular scheduled builds to run
*So that* integration issues with Fabric can be identified",,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01b8a:jyzzhqi",,,,Unset,Unset,7 Aug to 14 Aug,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,dev,release-1.4,main,,,,,,,,true,,,,,,,,,,,,,,,,
Wallets.newFileSystemWallet(walletDirectory) results empty,FGJ-92,45925,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Invalid: Works as Expected,,iamksseo,iamksseo,24/Aug/20 5:43 PM,09/Dec/20 12:48 AM,28/Oct/23 2:21 AM,09/Dec/20 12:48 AM,,,,0,,,,"I have created a wallet folder <my-dir-path>/wallet/ in advance. (created by nodejs) 
{code:java}
$ tree wallet/
wallet/
`-- User1
 |-- 154daf09a587ad21e9b502923052999589c7cc73eeaab6e955825b3042d60408-priv
 |-- 154daf09a587ad21e9b502923052999589c7cc73eeaab6e955825b3042d60408-pub
 `-- User1{code}
Modified pom.xml to include dependency.
{code:java}
<dependency>
 <groupId>org.hyperledger.fabric</groupId>
 <artifactId>fabric-gateway-java</artifactId>
 <version>2.2.0</version>
 </dependency>{code}
And, I followed the simple example below.

[https://hyperledger.github.io/fabric-gateway-java/]

But,
{code:java}
Wallet wallet = Wallets.newFileSystemWallet(walletDirectory){code}
seem to have a problem. wallet is empty.

 

Here is my dev environment. 
{code:java}
$ cat /etc/centos-release
CentOS Linux release 7.7.1908 (Core)

$ java -version
openjdk version ""1.8.0_242""
OpenJDK Runtime Environment (build 1.8.0_242-b08)
OpenJDK 64-Bit Server VM (build 25.242-b08, mixed mode)

$ mvn -v
Apache Maven 3.0.5 (Red Hat 3.0.5-17)
Maven home: /usr/share/maven
Java version: 1.8.0_191, vendor: Oracle Corporation
Java home: /usr/lib/jvm/java-1.8.0-openjdk-1.8.0.191.b12-0.el7_5.x86_64/jre
Default locale: ko_KR, platform encoding: EUC-KR
OS name: ""linux"", version: ""3.10.0-862.14.4.el7.x86_64"", arch: ""amd64"", family: ""unix""
{code}
 

 How can I fix this  error. 

  

 

 ",,bestbeforetoday,ehuarotop,iamksseo,,,,,,,,,,,,,,,,,,,,FGJ-59,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01fu3:",,,,Unset,Unset,,,,,"Here is my code block
```
// Load an existing wallet holding identities used to access the network.
        Path walletDirectory = Paths.get(""<my-dir-path>"", ""wallet"");

        Wallet wallet = Wallets.newFileSystemWallet(walletDirectory);
        for(String id:wallet.list()) {
            System.out.print(id + "" "");
        }
        System.out.println(""wallet list: "" + wallet.list());

        // Path to a common connection profile describing the network.
        Path networkConfigFile = Paths.get(""<my-dir-path>"", ""connection-profile.yaml"");

        // Configure the gateway connection used to access the network.
        Gateway.Builder builder = Gateway.createBuilder()
                .identity(wallet, ""User1"")
                .networkConfig(networkConfigFile)
                .discovery(true);   // default: disable
```
The result is:
```
wallet list: []
Exception in thread ""main"" java.lang.IllegalArgumentException: Identity not found in wallet: User1
        at org.hyperledger.fabric.gateway.impl.GatewayImpl$Builder.identity(GatewayImpl.java:114)
        at org.hyperledger.fabric.gateway.impl.GatewayImpl$Builder.identity(GatewayImpl.java:66)
        at hello.Sample.main(Sample.java:40)
```",,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,ehuarotop,iamksseo,,,,,,,,,,,,,,,,,,"25/Aug/20 5:51 PM;iamksseo;I have re-created a wallet folder <my-dir-path>/wallet/ with java-SDK.

And works well.;;;","02/Sep/20 12:16 AM;bestbeforetoday;The wallet structure you have in a v1.4 format wallet. You are using the v2 SDK which uses a different (simplified) wallet format.

There is a JavaScript utility that can be used to translate old format file system wallets to the new format: [https://github.com/bestbeforetoday/fabric-wallet-migration];;;","08/Dec/20 3:08 PM;ehuarotop;Hi Everyone,

I'm experiencing the exact same problem, could you please bring me more detailed information on how to solve it? Either with the wallet migration or via Java SDK please?.

Thank you.;;;","08/Dec/20 11:24 PM;bestbeforetoday;[~ehuarotop] If you can build/run a simple Node.js script, you can use the sample code in the README for the [fabric-wallet-migration|[https://github.com/bestbeforetoday/fabric-wallet-migration]] project to create a v2 file-system wallet directory from your existing v1.4 file-system wallet directory. You would need to write a bit of JavaScript that includes the example {{migrateWallet()}} function and also some code that calls {{migrateWallet()}} with the existing (v1.4) and target (v2) wallet directories as arguments.;;;","09/Dec/20 12:38 AM;ehuarotop;Hi [~bestbeforetoday], actually yesterday I've managed to use the wallet from java with fabric-gateway-java (version 1.4.5) . Now, I'm trying to reproduce the same code inside spring framework environment, and even I'm using the same code that in the java code, I'm getting the following error:

*java.lang.IllegalStateException: The gateway identity must be set*

As I said, running an standalone java application with the example code runs correctly, and I can submit and evaluate transactions on the blockchain network, but when I'm trying to use it from spring framework the mentioned error appears. Do you any clue about what is possibly happening?

I'll be looking to your reply.

Thank you.;;;","09/Dec/20 12:46 AM;bestbeforetoday;[~ehuarotop] it sounds like your standalone environment is using the fabric-gateway-java v1.4 while your Spring framework environment is using fabric-gateway-java v2.x. The on-disk wallet format changed between these versions. It would be possible to write an adapter in Java similar to the Node.js adapter in fabric-wallet-migration, or you can just use fabric-wallet-migration to create a v2.x format copy of an existing v1.4 file-system wallet.;;;",,,,,,,,,,
Improve SDK load balancing and fail-over for ordering service nodes,FGJ-93,46102,Task,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Won't Do,,lesleyannj,lesleyannj,11/Sep/20 8:50 PM,07/Oct/20 10:11 PM,28/Oct/23 2:21 AM,07/Oct/20 10:11 PM,,,,0,sdk-triaged,,,"Following enhancement for #FABN-1632 to try for consistency across all SDKs.

Currently, at least for the Node SDK, when using service discovery and selecting which orderer to use when submitting a transaction, the SDK will iterate through the list of available orderers in the same sequence on each transaction.

 

This is far from ideal since if the orderer(s) at the front of the list are offline, the application will need to wait for those to time out and for the SDK to find a good orderer on each and every transaction.  Users are reporting that this causes delays in their application.",,denyeart,lesleyannj,,,,,,,,,,,,,,,,,,,,,FABN-1632,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01gea:hwi",,,,Unset,Unset,2Oct-9Oct,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),denyeart,lesleyannj,,,,,,,,,,,,,,,,,,,"22/Sep/20 12:50 AM;denyeart;Implementation in Node.js SDK was completed in FABN-1632 , would be good to have a similar implementation for Java SDK.;;;","07/Oct/20 10:10 PM;lesleyannj;Looking at the Java SDK code it appears a change is not required.  

Java SDK:
* It will try all the orderers when submitting a transaction so an offline orderer should not prevent successful transaction commit.
* By default the order it tries orderers is randomised on every request.

In Summary:
SDK needs to send a transaction to ordering, it pulls the list of all known orderers, randomizes the list, then rolls through 1-n.  I suppose if it tries them all it errors out.  Then next request (or if client retries) it'll randomize again and repeat.

So theoretically as long as 1 orderer is good, the transaction would succeed.  The one possible downside is performance...it'd keep trying the dead orderers over and over again (depending on how it randomized the list) and would need to wait however long for a failure before moving on.

Given above behaviour, it was agreed a change/modification is not critical.
;;;",,,,,,,,,,,,,,
Java SDK is triggering the contract event listener callback if the transaction is invalid ,FGJ-94,46172,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,yasser_mas,yasser_mas,01/Oct/20 1:36 AM,08/Oct/20 6:14 PM,28/Oct/23 2:21 AM,08/Oct/20 6:14 PM,,,,0,external,sdk-triaged,,"Node SDK is not triggering the contract event listener  callback if the transaction is {color:#de350b}invalid{color} (eg. MVCC_READ_CONFLICT ) 


it's {color:#de350b}filtering valid transactions only{color} , however java SDK trigger the contract event listeners callbacks even if the transaction is valid or no ",,bestbeforetoday,yasser_mas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01gea:hvi",,,,Unset,Unset,2Oct-9Oct,,,,"01- Register contract event listener 
02- Submit 5 concurrent transactions targeting the same asset key which will cause MVCC_READ_CONFLICT error 
03- Contract event listener callback will fired only once for the first valid transaction .",,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,yasser_mas,,,,,,,,dev,release-1.4,main,,,,,,,,true,"06/Oct/20 10:19 PM;bestbeforetoday;The intention of the contract event listener is to allow business processes to be triggered in response to transactions. For example, a transaction is committed to record a customer orderer being placed, and a business process needs to be triggered (by a contract listener) to satisfy this order. So a contract event listener should only be triggered by successfully committed transactions, and this seems to be a bug in the Java SDK behaviour.;;;","06/Oct/20 10:20 PM;bestbeforetoday;If you want to examine all transactions, including ones that are not successfully committed, you can use a block listener and iterate over all the transactions within the block.;;;","07/Oct/20 2:13 AM;yasser_mas;I think It would be better if contract events triggered for all transactions ( Valid or not ), because the event has transaction status already and I can check if the transaction is valid or not. 

Also the second approach will not be suitable for my business case, because in contract event I can set the event payload which it will be processed/aggregated data from the tx execution, but block events I think it will provide only transaction parameters and read write set, I can't get the aggregated data like contract events.  ;;;","07/Oct/20 8:23 PM;bestbeforetoday;Peer eventing only delivers block events. Everything you see in the contract events presented to you by the SDK is contained within a block event, including the chaincode event payload. The one caveat to this is that the payload is not included in *filtered* events, only in *full* events.;;;",,,,,,,,,,,,
Run builds on Ubuntu 20.04,FGJ-95,46234,Story,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,bestbeforetoday,bestbeforetoday,bestbeforetoday,23/Oct/20 6:02 PM,30/Oct/20 4:10 PM,28/Oct/23 2:21 AM,28/Oct/20 10:40 PM,,,,0,sdk-triaged,,,,,bestbeforetoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01ge9:qyzr",,,,Unset,Unset,23Oct to 30Oct,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,,,,,,,,,dev,main,,,,,,,,,true,,,,,,,,,,,,,,,,
Security vulnerability found in fabric-sdk-java httpclient dependency,FGJ-96,46269,Bug,Closed,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,Done,lesleyannj,RaewynM,RaewynM,30/Oct/20 11:51 PM,09/Nov/20 7:46 PM,28/Oct/23 2:21 AM,04/Nov/20 11:53 PM,,,,0,external,sdk-triaged,,"We are currently using [+fabric-gateway-java+/2.2.0|file:///C:/Users/RaewynMackenzie/AppData/Local/Temp/notes97E53A/%3C!--%20https://mvnrepository.com/artifact/org.hyperledger.fabric/fabric-gateway-java%20--%3E] in IBM MQ CD release (due out next month), which has a dependency on the open source packages in [fabric-sdk-java/2.2.1|https://mvnrepository.com/artifact/org.hyperledger.fabric-sdk-java/fabric-sdk-java/2.1.0].

However, we have this week had a new security vulnerability hit in our ASOC Open Source scan.

There is one new issues in the *fabric-sdk-java 2.1.1* package:
 * *httpclient.jar*  4.5.12**
CVE:[ https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-13956 (*score 6.5)*|https://vuln.whitesourcesoftware.com/vulnerability/CVE-2020-13956]

ASOC recommends to upgrade to version org.apache.httpcomponents:httpclient:*4.5.13*

In addition there is still this issue:
 * *bcprov-jdk15on.jar* - ASOC scan report says that 1.63 is vulnerable to CVE-2019-17359 (score 7.5) . ASOC recommends to upgrade to version org.bouncycastle:bcprov-jdk15on:1.66 . However fabric-sdk-java still uses 1.62 (which I believe is not vulnerable), due to issues upgrading . Do you have any plans to try upgrading to the latest level 1.66?

See attached ASOC report with details - look for the open source packages with the following directory path: *mqm/mqbc/prereqs/*

*[^MQv9x (OpenSource)_20200609_17_20_28.pdf] [^MQv9x (OpenSource)_20201030_14_43_29.pdf]*

Note these fixes are required urgently as our code fix cut off date is today, but we have a couple of weeks where we could pull in stop ship fixes if necessary, thanks.

FYI [~andrew-coleman] [~ibmmqmet] [~mcastle]",,bestbeforetoday,lesleyannj,RaewynM,,,,,,,,,,,,,,,,,,,,,,,"30/Oct/20 11:48 PM;RaewynM;MQv9x (OpenSource)_20201030_14_43_29.pdf;https://jira.hyperledger.org/secure/attachment/18834/MQv9x+%28OpenSource%29_20201030_14_43_29.pdf",,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01ge9:qyzzra",,,,Unset,Unset,30Oct-6Nov,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bestbeforetoday,lesleyannj,RaewynM,,,,,,,dev,release-1.4,main,,,,,,,,true,"03/Nov/20 7:18 PM;lesleyannj;httpclient update to 4.5.13 in master, 2.2 and 1.4 branches of fabric-sdk-java.

No change regarding bcprov-jdk15on.jar

Once fabric-sdk-java releases available they will be picked up by fabric-gateway-java;;;","03/Nov/20 9:21 PM;RaewynM;Thanks [~lesleyannj] , will there not need to be a new specific version of fabric-gateway-java as well, or does this happen automatically now?;;;","04/Nov/20 11:42 PM;bestbeforetoday;v2.2.3 of fabric-sdk-java is now released with the update to the httpclient dependency:
 * [https://github.com/hyperledger/fabric-sdk-java/releases/tag/v2.2.3]
 * [https://repo1.maven.org/maven2/org/hyperledger/fabric-sdk-java/fabric-sdk-java/2.2.3/]

This should be picked up by projects using current fabric-gateway-java versions.;;;","09/Nov/20 7:46 PM;RaewynM;Thanks [~lesleyannj] and [~bestbeforetoday] , for your quick response this has now fixed the httpclient security issue in our ASOC Open Source scan. FYI  [~ibmmqmet];;;",,,,,,,,,,,,
"Java SDK support for Service Discovery endorsement ""NoPrivateReads""",FGJ-97,45605,Story,Backlog,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,,,denyeart,denyeart,15/Jul/20 2:01 AM,20/Nov/20 12:54 AM,28/Oct/23 2:21 AM,,,,,0,community-help-wanted,external,sdk-triaged,"SDKs can pass collection names to the Service Discovery endorsement service, so that service discovery considers peer collection membership and collection level endorsement policy (if set).

The SD endorsement flag ""NoPrivateReads"" can also be passed to indicate to SD that peers that are not members of the collection can also be considered, e.g. in the case of blind writes which is sometimes used to transfer an asset from one org's collection to another org's collection.",,denyeart,lesleyannj,,,,,,,,,,,,,,,,FABG-986,,FABN-1596,,,,,FAB-17308,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|hzwrme:i1",,,,Unset,Unset,10 Jul to 24 Jul,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),denyeart,lesleyannj,,,,,,,,,,,,,,,,,,,"20/Nov/20 12:54 AM;lesleyannj;Intended to be addressed under new Fabric Gateway work - see https://github.com/hyperledger/fabric-rfcs/pull/32;;;",,,,,,,,,,,,,,,
Service discovery for private data collection in Java SDK,FGJ-98,45929,Story,Backlog,FGJ,Fabric Gateway Java,software,andrew-coleman,,,Medium,,,xnxiexn,xnxiexn,25/Aug/20 2:58 PM,20/Nov/20 12:54 AM,28/Oct/23 2:21 AM,,,,,0,community-help-wanted,external,sdk-triaged,"In Hyperledger Fabric, does Java SDK support finding query peers for private data collection (PDC) by utilizing service discovery.

In a channel consisting of 2 orgs (org1 and org2), if I create a PDC for org1 only, only the peers in org1 hold the private data. If in PDC collection profile I specify memberReadOnly=false, it allows org2 users to query org1 peer to read the private data. But this requires the support of service discovery in peers and Fabric Java SDK.

The objective we'd like to accomplish is in client side as org2 user, via Java SDK, when calling chaincode to read the private data, the SDK will automatically connect to org1 peer.

Is there a plan to implement this functionality.

Thank you.",,lesleyannj,xnxiexn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i01fuz:",,,,Unset,Unset,,,,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),lesleyannj,xnxiexn,,,,,,,,,,,,,,,,,,,"20/Nov/20 12:54 AM;lesleyannj;Intended to be addressed under new Fabric Gateway work - see https://github.com/hyperledger/fabric-rfcs/pull/32;;;",,,,,,,,,,,,,,,
