Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Sprint,Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Add the page for creation agent,CE-637,41201,,New Feature,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,,fengyang_sy,fengyang_sy,15/Jul/19 12:29 AM,20/Jul/19 12:21 AM,28/Oct/23 2:20 AM,20/Jul/19 12:21 AM,,,,,,,,,,0,,,,,,Add the page for creation agent,,fengyang_sy,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00txo:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),fengyang_sy,hightall,,,,,,,,"19/Jul/19 9:39 PM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32351;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix api engine docker image build failed,CE-638,41214,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,16/Jul/19 12:54 AM,19/Jul/19 3:47 PM,28/Oct/23 2:20 AM,19/Jul/19 3:47 PM,,,v1.0.0,,Cello-Core,,,,,0,,,,,,Fix api engine docker image build failed,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00u04:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"16/Jul/19 12:55 AM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32331;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master node would always be empty string when setup worker node with type docker,CE-639,41294,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,bjwswang,bjwswang,bjwswang,18/Jul/19 6:14 PM,26/Jul/19 11:45 AM,28/Oct/23 2:20 AM,26/Jul/19 11:45 AM,,,,,Cello-Command,,,,,0,,,,,,"I am trying to setup a  docker worker node in cello. The worker node is in different machine with master node. 

So I follow the document [https://hyperledger-cello.readthedocs.io/en/latest/setup/setup_worker_docker/]

I installed docker, change the port to 2375, then I ran the command 

`MASTER_NODE=x.x.x.x WORKER_TYPE=docker make setup-worker`

but it always told me the `MASTER_NODE` is a empty string.

I found in the setup script `cello/scripts/worker_node/setup_worker_node_docker.sh` . Cello  always set `MASTER_NODE=""""` which I believe is the reason. ",,bjwswang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ufo:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bjwswang,,,,,,,,,"18/Jul/19 6:15 PM;bjwswang;We should delete this line to make sure `MASTER_NODE` can be passed by environment variables.

[https://github.com/hyperledger/cello/blob/master/scripts/worker_node/setup_worker_node_docker.sh#L28];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Show chain info failed in user dashboard,CE-640,41296,,Bug,To Do,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,,,bjwswang,bjwswang,18/Jul/19 7:13 PM,18/Jul/19 7:13 PM,28/Oct/23 2:20 AM,,,,,,Cello-Dashboard,,,,,0,,,,,,"After I created a new chain in operator dashboard ,I claimed it from user dashboard. All succeeded . Then I tried to check the chain info from user dashboard. The dashboard turned to blank. From the cello-userdashboard log , I found below errors

```

2019-07-18 09:28:07.123 UTC [common/tools/configtxgen] doOutputChannelCreateTx -> INFO 008 Writing new channel tx
error: [client-utils.js]: sendPeersProposal - Promise is rejected: Error: 2 UNKNOWN: access denied: channel [mychannel] creator org [Org1MSP]
 at new createStatusError (/packages/fabric-1.2/node_modules/grpc/src/client.js:64:15)
 at /packages/fabric-1.2/node_modules/grpc/src/client.js:583:15
error: [Channel.js]: Failed Query channel info. Error: Error: 2 UNKNOWN: access denied: channel [mychannel] creator org [Org1MSP]
 at new createStatusError (/packages/fabric-1.2/node_modules/grpc/src/client.js:64:15)
 at /packages/fabric-1.2/node_modules/grpc/src/client.js:583:15
error: [client-utils.js]: sendPeersProposal - Promise is rejected: Error: 2 UNKNOWN: access denied: channel [mychannel] creator org [Org1MSP]

```",,bjwswang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ug4:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bjwswang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix api engine crashed for docker compose deployment ,CE-641,41322,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,19/Jul/19 3:48 PM,20/Jul/19 12:21 AM,28/Oct/23 2:20 AM,20/Jul/19 12:21 AM,,,v1.0.0,,Cello-Deployment,,,,,0,,,,,,Need to pass API_VERSION variable into api engine docker environment.,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00uks:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"19/Jul/19 3:49 PM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32406;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only check if is IP address for agent ip when create new agent,CE-642,41339,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,fengyang_sy,hightall,hightall,21/Jul/19 12:12 AM,22/Jul/19 10:31 AM,28/Oct/23 2:20 AM,22/Jul/19 10:29 AM,,,v1.0.0,,Cello-Dashboard,,,,,0,,,,,,Only check if is IP address for agent ip when create new agent,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21/Jul/19 12:11 AM;hightall;屏幕快照 2019-07-20 下午11.07.49.png;https://jira.hyperledger.org/secure/attachment/17618/%E5%B1%8F%E5%B9%95%E5%BF%AB%E7%85%A7+2019-07-20+%E4%B8%8B%E5%8D%8811.07.49.png",,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ung:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"22/Jul/19 10:31 AM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32423;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't show data pagination for agents list if data is empty,CE-643,41340,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,fengyang_sy,hightall,hightall,21/Jul/19 12:13 AM,22/Jul/19 10:32 AM,28/Oct/23 2:20 AM,22/Jul/19 10:32 AM,,,v1.0.0,,Cello-Dashboard,,,,,0,,,,,,"In agent list page, if the data is empty, don't show the pagination",,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00uno:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"22/Jul/19 10:32 AM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32424;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spelling Mistake for variable in env.tmpl ,CE-644,41341,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,Man-Jain,Man-Jain,Man-Jain,21/Jul/19 4:12 AM,22/Jul/19 11:46 AM,28/Oct/23 2:20 AM,22/Jul/19 11:46 AM,,,,,,,,,,0,,,,,,,,Man-Jain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00unw:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),Man-Jain,,,,,,,,,"21/Jul/19 4:25 AM;Man-Jain;https://gerrit.hyperledger.org/r/c/cello/+/32422;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove unused docker compose files for server deployment,CE-645,41342,,Task,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,21/Jul/19 8:37 PM,22/Jul/19 11:46 AM,28/Oct/23 2:20 AM,22/Jul/19 11:46 AM,,,v1.0.0,,Cello-Deployment,,,,,0,,,,,,Remove unused docker compose files for server deployment,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00uo4:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix javascript code style error in dashboard,CE-646,41355,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,22/Jul/19 11:52 PM,23/Jul/19 12:42 AM,28/Oct/23 2:20 AM,23/Jul/19 12:42 AM,,,,,Cello-Dashboard,,,,,0,,,,,,Fix javascript code style error in dashboard,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00uqk:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"22/Jul/19 11:54 PM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32431;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add dashboard javascript code check in ci,CE-647,41357,,Task,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,23/Jul/19 12:43 AM,23/Jul/19 10:12 AM,28/Oct/23 2:20 AM,23/Jul/19 10:12 AM,,,,,Cello-Dashboard,,,,,0,,,,,,Add dashboard javascript code check in ci,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ur0:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"23/Jul/19 12:46 AM;hightall; https://gerrit.hyperledger.org/r/c/cello/+/32432;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docker compose deployment method for master doesn't mount /var/run/docker.sock,CE-648,41370,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,24/Jul/19 12:05 AM,24/Jul/19 10:12 AM,28/Oct/23 2:20 AM,24/Jul/19 10:12 AM,,,,,Cello-Deployment,,,,,0,,,,,,For run agent docker need mount local /var/run/docker.sock file into Api Engine task docker.,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00ut0:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"24/Jul/19 12:08 AM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32460;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add user list api for ca node,CE-649,41428,,New Feature,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,25/Jul/19 11:47 PM,26/Jul/19 9:55 PM,28/Oct/23 2:20 AM,26/Jul/19 9:55 PM,,,,,Cello-Core,,,,,0,,,,,,Add user list api for ca node,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v2z:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"25/Jul/19 11:58 PM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32510;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support deploy peer node through node create api,CE-650,41430,,New Feature,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,26/Jul/19 12:06 AM,03/Aug/19 12:15 AM,28/Oct/23 2:20 AM,03/Aug/19 12:15 AM,,,v1.0.0,,Cello-Agent,Cello-Core,,,,0,,,,,,Support deploy peer node through node create api,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v3f:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"01/Aug/19 11:26 PM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32633;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create dockerhub auto build for agent images,CE-651,41453,,Task,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,baohua,hightall,hightall,26/Jul/19 11:29 PM,22/Aug/19 6:50 AM,28/Oct/23 2:20 AM,22/Aug/19 6:50 AM,,,v1.0.0,,Cello-Agent,,,,,0,,,,,,Create dockerhub auto build for agent images,,baohua,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00v7v:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),baohua,hightall,,,,,,,,"22/Aug/19 6:26 AM;baohua;All required docker hub repos are created by Linux Foundation team: [https://sso.linuxfoundation.org/samlp/4MbMlCpXooDoNQ02ToQv9ypwNOzif516].

[https://cloud.docker.com/u/hyperledger/repository/docker/hyperledger/cello-agent-kubernetes]

[https://cloud.docker.com/u/hyperledger/repository/docker/hyperledger/cello-agent-ansible]

[https://cloud.docker.com/u/hyperledger/repository/docker/hyperledger/cello-dashboard]

[https://cloud.docker.com/u/hyperledger/repository/docker/hyperledger/cello-api-engine];;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makefile contains wrong path to dashboard container build,CE-652,41485,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Highest,Done,tongliofcary,tongliofcary,tongliofcary,30/Jul/19 12:25 AM,31/Jul/19 4:56 PM,28/Oct/23 2:20 AM,31/Jul/19 4:56 PM,,,v1.0.0,,Cello-Core,,,,,0,,,,,,Makefile can not build operator dashboard due to the error in the path. The dashboard Dockerfile is now in build_image/docker/dashboard not in build_image/docker/operator-dashboard,,tongliofcary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00vd7:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),tongliofcary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support for kubernetes agent deployment using operator-framework,CE-653,41493,,New Feature,In Progress,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,,Man-Jain,Man-Jain,Man-Jain,30/Jul/19 11:54 AM,16/Aug/19 7:57 PM,28/Oct/23 2:20 AM,,,,,,,,,,,0,,,,,,,,Man-Jain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00vez:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),Man-Jain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Failed to upload k8s config file via UI,CE-654,41498,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,High,Done,hightall,bjwswang,bjwswang,30/Jul/19 5:51 PM,03/Aug/19 12:15 AM,28/Oct/23 2:20 AM,03/Aug/19 12:15 AM,,,v1.0.0,,Cello-Dashboard,,,,,0,,,,,,"After I set up a cello service with latest code, I tried to add a new k8s agent. I gave all the inputs required by cello , the click submit button. 

From the UI,  I can find my new agent added successfully .But seems the k8s config file was not uploaded to server. Here is the process how I found this bug.

step 1: query the agent info via api `/agents` 

             Result : I can successfully get all the agent info. from the info, I can get the config file link

step 2:  access the config file link 

            Result:  It told me the file was not found on the server","Cello code version : latest code

OS : Ubuntu 16.04

 ",bjwswang,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00vg3:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bjwswang,hightall,,,,,,,,"30/Jul/19 6:33 PM;bjwswang;After check the code , I realized  only in DEBUG mode, media files will be served. 

Is that intended? Would that  break the server if we serve the files  when DEBUG= false ? 

[~hightall] [~fengyang_sy]

[https://github.com/hyperledger/cello/blob/master/src/api-engine/api_engine/urls.py#L76]

Can we remove this line ? ;;;","31/Jul/19 5:08 PM;hightall;[~bjwswang] the url definition for debug mode, only for media url, because Django http server need configure the media router manually, if it's not under nginx server.;;;","02/Aug/19 5:01 PM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32661;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Api `agent/{agent id}` does not work,CE-655,41499,,Bug,To Do,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,,,bjwswang,bjwswang,30/Jul/19 5:55 PM,30/Jul/19 5:55 PM,28/Oct/23 2:20 AM,,,,,,Cello-Dashboard,,,,,0,,,,,,"After I added a new agent to cello service, I tried to get the agent info via this api 

`agent/\{agent id}` , but got no luck.  It told me the resource do not exist. ",,bjwswang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00vgb:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bjwswang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fix media folder not mount from host path for docker compose deployment,CE-656,41534,,Bug,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,31/Jul/19 4:42 PM,31/Jul/19 11:10 PM,28/Oct/23 2:20 AM,31/Jul/19 11:10 PM,,,v1.0.0,,Cello-Deployment,,,,,0,,,,,,Fix media folder not mount from host path for docker compose deployment,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00vnf:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"31/Jul/19 4:47 PM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32601;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cello should not allow admin user to create a operator user,CE-657,41537,,Improvement,To Do,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,,,bjwswang,bjwswang,31/Jul/19 6:05 PM,31/Jul/19 6:05 PM,28/Oct/23 2:20 AM,,,,,,Operator-Dashboard,,,,,0,,,,,,"As operator has a much higher authority than administrator, user with admin role should not be able to create a user with operator role ",,bjwswang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00vo3:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),bjwswang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refactor code structure of Kubernetes agent,CE-658,41544,,Improvement,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,31/Jul/19 10:31 PM,01/Aug/19 10:18 AM,28/Oct/23 2:20 AM,01/Aug/19 10:18 AM,,,v1.0.0,,Cello-Agent,,,,,0,,,,,,Refactor code structure of Kubernetes agent,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00vpn:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"31/Jul/19 10:42 PM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32606;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ansible agent uses hostPath, should be replaced with memory",CE-659,41583,,Improvement,To Do,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,,tongliofcary,tongliofcary,tongliofcary,02/Aug/19 5:10 AM,03/Aug/19 3:12 AM,28/Oct/23 2:20 AM,,,,v1.0.0,,Cello-Agent,,,,,0,,,,,,"Ansible agent deploy fabric onto k8s. Using HostPath is mostly restricted by
default on most of the k8s clusters. The agent should be changed to use emptyDir medium memory which will be fast and safer.",,tongliofcary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00vx7:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),tongliofcary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add makefile command to support build docker separately,CE-660,41590,,Improvement,Complete,CE,Cello,software,baohua,http://github.com/hyperledger/cello,http://github.com/hyperledger/cello,Medium,Done,hightall,hightall,hightall,02/Aug/19 11:38 AM,02/Aug/19 2:59 PM,28/Oct/23 2:20 AM,02/Aug/19 2:59 PM,,,v1.0.0,,Cello-Deployment,,,,,0,,,,,,Add makefile command to support build docker separately,,hightall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,,,No,,Unset,No,,,"1|i00vyr:",,,,Unset,Unset,,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),hightall,,,,,,,,,"02/Aug/19 11:40 AM;hightall;https://gerrit.hyperledger.org/r/c/cello/+/32658;;;","02/Aug/19 2:58 PM;hightall;abandon;;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
