Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Due Date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Business Value),Custom field (Commit Levels),Custom field (Current Status),Custom field (Design),Custom field (Design Status),Custom field (Documentation Impact),Custom field (Documentation Status),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Executed),Custom field (Found in Commit),Custom field (Function Test Status),Custom field (Must Fix),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Custom field (Release Note),Custom field (Release Note Required),Custom field (Root Cause Analysis),Custom field (SDK Impact),Custom field (Sample/Tutorial),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (System Test Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Plan),Custom field (Test Result),Custom field (Test Result Details),Custom field (Test Type),Custom field (Triaged),Custom field (Usage),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Watchers),Custom field (Workaround),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Can't interact with chaincode using Fab3,FABCE-80,42679,,Epic,Backlog,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Low,,,kss-espeo,kss-espeo,08/Oct/19 11:59 PM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,,,0,,,"I have some Ethereum Smart Contracts and I would like to deploy them to Fabric.

 

I have followed [https://github.com/hyperledger/fabric-chaincode-evm/blob/master/examples/EVM_Smart_Contracts.md] using default options and successfully completed following tasks:
 * Set up a Fabric 'First Network'
 * Install EVM Chaincode
 * Set up Fab3 proxy

 

However, interacting with proxy does not seem to work. Please find steps to reproduce below. Most likely this is not a bug but me doing something wrong as I'm an absolute beginner to Fabric, however I'm not sure how to go about resolving that issue and would love to receive some support.

 

Thanks,

KSS",,kss-espeo,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i011sj:",,,,Unset,Unset,"1. Connect to Fab3 proxy const web3 = new Web3(new Web3.providers.HttpProvider('http://localhost:5000'));
2. Confirm that connection has been established console.log(web3.eth.accounts); - prints hash
3. Execute web3.eth.defaultAccount = web3.eth.accounts[0]; , as suggested in the tutorial
Expected: defaultAccount is set
Actual: A following error message is displayed:

Error: Error: Failed to query the ledger: Transaction processing for endorser [localhost:9051]: Chaincode status Code: (500) UNKNOWN. Description: cannot retrieve package for chaincode evmcc/0, error open /var/hyperledger/production/chaincodes/evmcc.0: no such file or directory
    at Object.run (/home/kspisacki/coding/gardener-smart-contracts/node_modules/truffle/build/webpack:/packages/truffle-migrate/index.js:92:1)
    at process.internalTickCallback (internal/process/next_tick.js:77:7)

Please note that /var/hyperledger/production/chaincodes/evmcc.0 indeed does not exist, though I don't know why and how do I create it.
",,Unset,,,,,,Unset,,Unset,,(Please add usage information),kss-espeo,swetharepakula,,,,,,,,,,,,,,,"09/Oct/19 12:42 AM;swetharepakula;[~kss-espeo] Have you instantiated the chaincode in your network? ;;;","09/Oct/19 1:58 AM;kss-espeo;Yes [~swetharepakula], I have instantiated EVM chaincode using following command:

peer chaincode instantiate -n evmcc -v 0 -C <channel-name> -c '

{""Args"":[]}

' -o orderer.example.com:7050 --tls --cafile /opt/gopath/src/github.com/hyperledger/fabric/peer/crypto/ordererOrganizations/example.com/orderers/orderer.example.com/msp/tlscacerts/tlsca.example.com-cert.pem;;;","09/Oct/19 9:56 PM;swetharepakula;What is the output of `peer chaincode list --installed` and `peer chaincode list --instantiated` ?

What version of Fabric are you using?;;;","09/Oct/19 10:29 PM;kss-espeo;>What is the output of `peer chaincode list --installed`

Get installed chaincodes on peer:
Name: evmcc, Version: 0, Path: github.com/hyperledger/fabric-chaincode-evm/evmcc, Id: 855c34d681a554e02102fbc58f7649ec9b1e8056d7949b29a3d4a4679fbdd92c
Name: mycc, Version: 1.0, Path: github.com/chaincode/chaincode_example02/go/, Id: 333a19b11063d0ade7be691f9f22c04ad369baba15660f7ae9511fd1a6488209

>and `peer chaincode list --instantiated` ?

Get instantiated chaincodes on channel mychannel:
Name: evmcc, Version: 0, Path: github.com/hyperledger/fabric-chaincode-evm/evmcc, Escc: escc, Vscc: vscc
Name: mycc, Version: 1.0, Path: github.com/chaincode/chaincode_example02/go/, Escc: escc, Vscc: vscc 

>What version of Fabric are you using?

Whatever [https://github.com/hyperledger/fabric-samples/tree/release-1.4/first-network] is using, so 1.4.3 I believe.;;;","09/Oct/19 11:26 PM;swetharepakula;If you do `docker ps` do you see a container that contains `evmcc` in the title?;;;","09/Oct/19 11:30 PM;kss-espeo;That's correct:
{code:java}
root@espeo-kspisacki:/home/kspisacki/coding/fabric-samples# docker ps -a | grep evmcc
efd07ab812a1        dev-peer0.org1.example.com-evmcc-0-aaf37d90d8d396f179cf05229debb5f1c9d24e5737db406a2af8112b9f7b7c75    ""chaincode -peer.add…""   24 hours ago        Up 24 hours                                                              dev-peer0.org1.example.com-evmcc-0

{code};;;","10/Oct/19 12:24 AM;swetharepakula;Are you able to interact with the evmcc using remix? 

Also if you look at the peer logs do you see anything that has more information about the possible error?;;;","10/Oct/19 1:01 AM;kss-espeo;>Are you able to interact with the evmcc using remix?

When attempting that I am getting same error message, so:

 
{noformat}
Cannot get account list: Error: Failed to query the ledger: Transaction processing for endorser [localhost:9051]: Chaincode status Code: (500) UNKNOWN. Description: cannot retrieve package for chaincode evmcc/0, error open /var/hyperledger/production/chaincodes/evmcc.0: no such file or directory{noformat}
 

>Also if you look at the peer logs do you see anything that has more information about the possible error?

Not really, log output looks healthy. The only weird log entry I could find is:

 
{noformat}
peer0.org1.example.com | 2019-10-08 16:54:23.273 UTC [endorser] ProcessProposal -> ERRO 160 [mychannel][49941072] simulateProposal() resulted in chaincode name:""lscc"" response status 500 for txid: 4994107277cc3d5d4cb5c35aad74c872074c1749ab688b89a455bd1a9d301e10{noformat}
But I'd imagine this is about my failed interaction attempt with a chaincode.;;;","10/Oct/19 1:49 AM;swetharepakula;Are you able to interact with the evmcc using the peer cli?
An [example|https://github.com/hyperledger/fabric-chaincode-evm/blob/master/examples/EVM_Smart_Contracts.md#using-the-peer-cli] is in our repo. This could indicate an issue in the Fabric setup.;;;","10/Oct/19 8:02 PM;kss-espeo;Yes, I ran entire example using peer CLI and was able to deploy the contract and interact with it (no issues) .

In an example described in this ticket, I don't really get to deploying part since I fail on 
{noformat}
web3.eth.defaultAccount = web3.eth.accounts[0]; {noformat};;;","15/Oct/19 5:56 AM;swetharepakula;How many evmcc containers do you see running? If you ran through creating solidity smart contracts using the peer cli you should have at least 2 containers. That leads me to ask did you install the evmcc on every peer? You have to run the install 4 times for the first-network example and instantiate once.;;;","08/Nov/19 11:18 PM;kss-espeo;Hi! Let's resume this conversation - sorry for not getting back to you for so long - this task was kept on hold on ym side.

>How many evmcc containers do you see running? 

I can see only one evmcc container: 
{code:java}
root@espeo-kspisacki:/home/kspisacki/coding# docker ps -a | grep evmcc
79a453a88590        dev-peer0.org1.example.com-evmcc-0-aaf37d90d8d396f179cf05229debb5f1c9d24e5737db406a2af8112b9f7b7c75    ""chaincode -peer.add…""   26 minutes ago      Up 26 minutes  
{code}
EVM Chaincode is deployed and instantiated on it, as confirmed by following commands:
{code:java}
peer chaincode list --installed
peer chaincode list --instantiated
{code}
I deployed EVM chaincode using a following guide:

[https://github.com/hyperledger/fabric-chaincode-evm/blob/master/examples/EVM_Smart_Contracts.md];;;","09/Nov/19 5:14 AM;swetharepakula;Hi, can you verify that on each peer? So instead of running the commands in the cli container check it in each peer container. My guess is that evmcc is only instantiated on one peer which is the one the cli is configured to talk to. But when you run a transaction, fab3 is choosing a different peer to talk which doesn't have the evmcc installed.;;;",,,,,,,,,
Fix logging in fab3 main,FABCE-81,36167,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,,swetharepakula,swetharepakula,15/Dec/18 1:03 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,08/Jan/19 3:25 AM,,0,,,"The change in logging in fab3 main causes fab3 to panic when missing required environment variables and no longer prints the usage or information about what caused the panic.

 

The error comes because logger is not initialized: [https://github.com/hyperledger/fabric-chaincode-evm/blob/master/fabproxy/cmd/main.go#L91]

To fix the panic we need to set the variable declared at the top of the file: [https://github.com/hyperledger/fabric-chaincode-evm/blob/master/fabproxy/cmd/main.go#L34-L38.]

Line 38 should read `logger = rawLogger.Name(""fab3"").Sugar()` instead of `logger := logger.rawLogger.Name(""fab3').Sugar()`

However the output of the error comes out as:
```
{""level"":""fatal"",""ts"":1544841337.4598348,""logger"":""fab3"",""caller"":""cmd/main.go:91"",""msg"":""Fab Proxy requires the environment variable FABPROXY_CONFIG to be set\n\nFabProxy uses environment variables to be able to start communicating with a Fabric network\n\tRequired Environment Variables:\n\t FABPROXY_CONFIG - Path to a compatible Fabric SDK Go config file\n\t FABPROXY_USER - User identity being used for the proxy (Matches the users names in the crypto-config directory specified in the config)\n\t FABPROXY_ORG - Organization of the specified user\n\t FABPROXY_CHANNEL - Channel to be used for the transactions\n\t FABPROXY_CCID - ID of the EVM Chaincode deployed in your fabric network\n\n\tOther Environment Variables:\n\t PORT - Port the FabProxy will be running on. Default is 5000\n\t\n\n"",""stacktrace"":""main.grabEnvVar\n\t/Users/Repakula/go/src/github.com/hyperledger/fabric-chaincode-evm/fabproxy/cmd/main.go:91\nmain.main\n\t/Users/Repakula/go/src/github.com/hyperledger/fabric-chaincode-evm/fabproxy/cmd/main.go:40\nruntime.main\n\t/usr/local/go/src/runtime/proc.go:198""}
exit status 1
```

which is not as easy to parse or understand as the previous output from missing environment variables:
```
Fab Proxy requires the environment variable FABPROXY_CONFIG to be setFab Proxy requires the environment variable FABPROXY_CONFIG to be set
FabProxy uses environment variables to be able to start communicating with a Fabric network Required Environment Variables:   FABPROXY_CONFIG - Path to a compatible Fabric SDK Go config file   FABPROXY_USER - User identity being used for the proxy (Matches the users names in the crypto-config directory specified in the config)   FABPROXY_ORG - Organization of the specified user   FABPROXY_CHANNEL - Channel to be used for the transactions   FABPROXY_CCID - ID of the EVM Chaincode deployed in your fabric network
 Other Environment Variables:   PORT - Port the FabProxy will be running on. Default is 5000

exit status 1
```
We should not use logger.Fatal in getEnvVar and instead print directly.",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i0036n:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"16/Dec/18 9:40 PM;swetharepakula;https://gerrit.hyperledger.org/r/#/c/28201/;;;",,,,,,,,,,,,,,,,,,,,,
Add omitempty tag to ContractAddress in TxReceipt,FABCE-82,39518,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,,swetharepakula,swetharepakula,26/Apr/19 2:52 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,09/May/19 9:12 PM,,0,,,"According to the getTransactionReceipt, the ContractAddress returned should be null for non contract creation transactions. Currently fab3 returns an empty string.

To return null, we should add the ""omitempty"" json tag to the struct definition:

[https://github.com/hyperledger/fabric-chaincode-evm/blob/master/fab3/types/types.go#L182]",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00m2f:",,,,Unset,Unset,Get the transaction receipt of a transaction that is not a contract creation.,,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transaction Receipt Logs Data ,FABCE-83,37402,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,swetharepakula,swetharepakula,02/Feb/19 8:39 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,14/Mar/19 12:57 PM,,0,,,For events that have no data we should not be printing the '0x'. The field should not show up : https://github.com/hyperledger/fabric-chaincode-evm/blob/master/fab3/ethservice.go#L252,,guoger,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00adz:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),guoger,swetharepakula,,,,,,,,,,,,,,,"20/Feb/19 2:12 PM;guoger;https://gerrit.hyperledger.org/r/c/29130/;;;","20/Feb/19 2:13 PM;guoger;Let's keep this JIRA open till comments are addressed in follow-up CR, [this one|https://gerrit.hyperledger.org/r/c/29130/6/fab3/ethservice.go#595] in particular;;;","08/Mar/19 10:43 AM;swetharepakula;https://gerrit.hyperledger.org/r/#/c/29948/;;;",,,,,,,,,,,,,,,,,,,
golint has wrong import in makefile,FABCE-84,38731,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Lowest,Done,MHBauer,MHBauer,MHBauer,26/Mar/19 9:00 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,27/Mar/19 2:16 AM,,0,,,"https://github.com/golang/lint/issues/415

https://github.com/golang/lint/commit/ead987a65e5c7e053cf9633f9eac1f734f6b4fe3",,MHBauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00hn3:",,,,Unset,Unset,"with go 1.12
make linter

golint fails to build",,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,,,,,,,,,,,,,,,,"26/Mar/19 9:02 AM;MHBauer;https://gerrit.hyperledger.org/r/#/c/30396/;;;","25/Sep/19 8:15 AM;MHBauer;we don't even run it!;;;",,,,,,,,,,,,,,,,,,,,
Defers should properly be executed on exit,FABCE-85,35726,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Low,Done,swetharepakula,swetharepakula,swetharepakula,30/Nov/18 9:59 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,05/Feb/19 4:52 AM,,0,,,"Currently fabproxy/cmd/main.go does uses os.Exit to end the program which does not honor defers.

Possible Solutions: [https://stackoverflow.com/questions/27629380/how-to-exit-a-go-program-honoring-deferred-calls]",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i000wn:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"23/Jan/19 9:31 AM;swetharepakula;This may be solved by the patch for https://jira.hyperledger.org/browse/FAB-13385.

The cli library can take care of handling exits properly.;;;","23/Jan/19 10:49 AM;swetharepakula;WIP: https://gerrit.hyperledger.org/r/28905;;;",,,,,,,,,,,,,,,,,,,,
eventually in test can get stuck in failure state,FABCE-86,37900,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,MHBauer,MHBauer,22/Feb/19 12:01 PM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,22/Feb/19 1:35 PM,,0,,,need to wipe the struct we're destructuring into.,,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00cyn:",,,,Unset,Unset,"spurious, but could be demonstrated by explicitly always setting the err field of 
		var rpcResp helpers.JsonRPCTxReceipt
in the fab3 tests.",,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"22/Feb/19 1:35 PM;swetharepakula;https://gerrit.hyperledger.org/r/#/c/29463/;;;",,,,,,,,,,,,,,,,,,,,,
Stop logging to Stderr in Fab3,FABCE-87,37241,,Epic,Backlog,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Low,,,swetharepakula,swetharepakula,30/Jan/19 7:39 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,,,0,,,Fab3 currently defaults to logging to stderr. We should change it so it logs to stdout.,,MHBauer,PallabPaul,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i009jr:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,PallabPaul,swetharepakula,,,,,,,,,,,,,,"31/Jan/19 1:23 PM;MHBauer;Why?

I'm not arguing for or against, I cannot remember if I asked for this or why.

This probably also needs to be folded under a bigger story of configuring the logs in general.;;;","05/Feb/19 4:50 AM;swetharepakula;Previously I think you mentioned you preferred only error logging to be in stderr. ;;;","05/Feb/19 5:03 AM;MHBauer;that would make sense to me if this was a cli of some kind.

 

This comes from the zap ProductionConfig.;;;",,,,,,,,,,,,,,,,,,,
Improve Instructions on Building Fab3,FABCE-88,38478,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,swetharepakula,swetharepakula,15/Mar/19 5:29 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,21/Sep/19 3:14 AM,,0,,,"Fab3 can only be built when it is in the gopath. The documentation in building fab3 should include that requirement. It should also be clear to run Fab3, a running Fabric network is necessary. Reference necessary Fabric documentation.

 

*Update:* FAB-16676 will cover adding documentation that fab3 requires a running fabric network to run.",,MHBauer,PallabPaul,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00g6f:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,PallabPaul,swetharepakula,,,,,,,,,,,,,,"05/Sep/19 7:24 AM;MHBauer;the current target also use the full gopath specifier to build, which may result in successful builds, (but not of the correct code) if there are multiple copies checked out.

We should move to relative paths.;;;","21/Sep/19 3:11 AM;swetharepakula;[https://gerrit.hyperledger.org/r/#/c/fabric-chaincode-evm/+/33375/];;;","21/Sep/19 3:12 AM;swetharepakula;The patch above deals with the gopath requirement. I will make a separate Jira to deal with the requirement of having a running fabric network running.


FAB-16676;;;",,,,,,,,,,,,,,,,,,,
GetTransactionReceipt docs should explain the status field,FABCE-89,39047,,Epic,Backlog,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Lowest,,,swetharepakula,swetharepakula,04/Apr/19 8:47 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,,,0,,,"In the Fab3 Instructions, the GetTransactionReceipt section should document the meaning behind status. It should include ""0x1"" means that the transaction has been added to the ledger and was marked valid and that ""0x0"" means that transaction has been added to the ledger but was marked invalid so the effects of the transaction did not occur.",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00jgv:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update Go and Fabric Version requirements ,FABCE-90,39353,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Won't Do,,swetharepakula,swetharepakula,17/Apr/19 2:47 AM,10/Apr/20 12:27 AM,28/Oct/23 2:24 AM,10/Apr/20 12:27 AM,,0,,,"EVMCC requires at least Go 1.10 to compile which means at least Fabric Release 1.3 is required to run the EVMCC.

Fabric 1.2 uses Go 1.9.

 

Update the dependencies section of the README to indicate those restrictions. ",,MHBauer,PallabPaul,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00l8f:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,PallabPaul,swetharepakula,,,,,,,,,,,,,,"21/Jan/20 6:16 AM;MHBauer;This seems out of date by the description.

 

This seems like something that should be part of a release checklist.

 

Does this section of the readme suffice? https://github.com/hyperledger/fabric-chaincode-evm#current-dependencies;;;","10/Apr/20 12:27 AM;MHBauer;Expiring. This probably needs to be done for a future version, but this one is out of date.;;;","10/Apr/20 12:27 AM;MHBauer;Do for future releases with updated dependencies.;;;",,,,,,,,,,,,,,,,,,,
Add getLogs documentation to Fab3 Instructions,FABCE-91,38778,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,MHBauer,swetharepakula,swetharepakula,27/Mar/19 3:06 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,12/Apr/19 3:54 AM,,0,,,"With the addition of getLogs, we should update the documentation in Fab3_Instructions.md to include the instruction and explain the limitations to the method.",,MHBauer,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00hwv:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),MHBauer,swetharepakula,,,,,,,,,,,,,,,"12/Apr/19 3:56 AM;MHBauer;Docs written up with a fully implemented getLogs.

 

[https://gerrit.hyperledger.org/r/30752]

[https://gerrit.hyperledger.org/r/30755]

 

 

[FAB-15072|https://gerrit.hyperledger.org/r/30752]

[FAB-14092|https://gerrit.hyperledger.org/r/30755];;;",,,,,,,,,,,,,,,,,,,,,
Update documentation to new environment variable,FABCE-92,37395,,Epic,Closed,FABCE,Fabric Chaincode EVM,software,swetharepakula,,,Medium,Done,swetharepakula,swetharepakula,swetharepakula,02/Feb/19 5:31 AM,01/Dec/19 6:16 AM,28/Oct/23 2:24 AM,05/Feb/19 10:49 AM,,0,,,"When we changed the environment variable from PORT to FAB3_PORT, the reference was not updated in the tutorial https://github.com/hyperledger/fabric-chaincode-evm/blob/master/examples/EVM_Smart_Contracts.md",,swetharepakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(Please add high level design or a link to the design),Unset,Unset,Unset,,,Unknown,,No,,Unset,No,,,"1|i00ad3:",,,,Unset,Unset,(Please add steps to reproduce),,Unset,,,,,,Unset,,Unset,,(Please add usage information),swetharepakula,,,,,,,,,,,,,,,,"02/Feb/19 5:33 AM;swetharepakula;https://gerrit.hyperledger.org/r/29110;;;",,,,,,,,,,,,,,,,,,,,,
